CompTotal,YearsOfExperience,MainBranch,Country,EducationLevel,RemoteWork,Salary
105000.0,25.0,Profession,Canada,Bachelor's degree,Hybrid,76328.0
60000.0,24.0,Profession,Spain,Bachelor's degree,Remote,64444.0
120000.0,28.0,Profession,United States of America,Less than Bachelor's degree,In-person,120000.0
138000.0,8.0,Profession,United States of America,Bachelor's degree,Remote,138000.0
142000.0,8.0,Profession,New Zealand,Master's degree,Remote,87268.0
190000.0,28.0,Profession,Australia,Bachelor's degree,In-person,125525.0
75000.0,4.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Remote,95541.0
42000.0,0.5,Profession,Germany,Bachelor's degree,Hybrid,45111.0
112000.0,27.0,Profession,United States of America,Upper than Master's degree,In-person,112000.0
300000.0,20.0,Profession,Sweden,Less than Bachelor's degree,Hybrid,28615.0
144000.0,8.0,Profession,Bulgaria,Bachelor's degree,Hybrid,79089.0
107000.0,4.0,Profession,United States of America,Bachelor's degree,Hybrid,107000.0
40000.0,2.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Remote,50955.0
210000.0,30.0,Profession,Australia,Less than Bachelor's degree,Remote,138739.0
134000.0,7.0,Profession,United States of America,Bachelor's degree,Remote,134000.0
29000.0,4.0,Profession,Italy,Less than Bachelor's degree,Remote,31148.0
125000.0,8.0,Profession,Australia,Bachelor's degree,In-person,82582.0
150000.0,12.0,Profession,Australia,Less than Bachelor's degree,Hybrid,99099.0
95000.0,10.0,Developer,Ukraine,Bachelor's degree,Remote,95000.0
100000.0,1.0,Profession,United States of America,Bachelor's degree,Remote,100000.0
130000.0,28.0,Profession,United States of America,Master's degree,Remote,130000.0
155000.0,16.0,Profession,Canada,Less than Bachelor's degree,Remote,112674.0
110000.0,3.0,Developer,Canada,Upper than Master's degree,Hybrid,79962.0
220000.0,28.0,Developer,Canada,Upper than Master's degree,Hybrid,159924.0
170000.0,30.0,Profession,United States of America,Master's degree,Remote,170000.0
120000.0,18.0,Profession,Egypt,Bachelor's degree,Hybrid,120000.0
14900.0,0.5,Profession,United States of America,Less than Bachelor's degree,Hybrid,14900.0
124000.0,6.0,Profession,United States of America,Bachelor's degree,Remote,124000.0
95000.0,3.0,Profession,United States of America,Bachelor's degree,Hybrid,95000.0
14000.0,6.0,Profession,Portugal,Bachelor's degree,In-person,15037.0
90000.0,3.0,Developer,Australia,Less than Bachelor's degree,Hybrid,59459.0
196000.0,14.0,Profession,Canada,Bachelor's degree,Remote,142478.0
90000.0,4.0,Profession,Japan,Master's degree,Hybrid,96666.0
93000.0,4.0,Profession,Poland,Master's degree,Remote,23014.0
240000.0,3.0,Profession,Mexico,Bachelor's degree,In-person,12938.0
93500.0,10.0,Profession,Canada,Bachelor's degree,Remote,67968.0
125000.0,0.5,Developer,United States of America,Bachelor's degree,Hybrid,125000.0
176000.0,30.0,Profession,Canada,Master's degree,Remote,127940.0
100000.0,9.0,Profession,Other,Bachelor's degree,Hybrid,21189.0
175000.0,23.0,Developer,Australia,Bachelor's degree,Hybrid,115615.0
100000.0,16.0,Profession,Netherlands,Master's degree,Remote,107406.0
70000.0,11.0,Profession,Australia,Bachelor's degree,Hybrid,46246.0
154000.0,12.0,Profession,United States of America,Bachelor's degree,Remote,154000.0
181000.0,31.0,Profession,United States of America,Bachelor's degree,Remote,181000.0
130000.0,3.0,Profession,United States of America,Master's degree,Hybrid,130000.0
180000.0,9.0,Profession,United States of America,Master's degree,In-person,180000.0
75000.0,25.0,Profession,France,Master's degree,Hybrid,80555.0
70000.0,6.0,Profession,Other,Upper than Master's degree,Remote,70000.0
92000.0,26.0,Profession,Other,Less than Bachelor's degree,Remote,60781.0
190000.0,18.0,Profession,United States of America,Bachelor's degree,Hybrid,190000.0
150000.0,12.0,Profession,Germany,Master's degree,Remote,161109.0
135000.0,23.0,Profession,New Zealand,Master's degree,Hybrid,82966.0
105000.0,5.0,Profession,Australia,Less than Bachelor's degree,In-person,69369.0
160000.0,28.0,Profession,United States of America,Bachelor's degree,Hybrid,160000.0
75000.0,0.5,Profession,New Zealand,Bachelor's degree,Hybrid,46092.0
312000.0,3.0,Profession,Other,Bachelor's degree,In-person,39934.0
30000.0,30.0,Profession,France,Bachelor's degree,Remote,32222.0
65000.0,10.0,Developer,United States of America,Bachelor's degree,In-person,65000.0
70000.0,5.0,Profession,Germany,Bachelor's degree,Remote,75184.0
124800.0,5.0,Profession,Brazil,Less than Bachelor's degree,Hybrid,23274.0
11400.0,3.0,Profession,Other,Bachelor's degree,Remote,11400.0
120000.0,2.0,Developer,Canada,Bachelor's degree,Hybrid,87231.0
150000.0,28.0,Developer,United States of America,Bachelor's degree,Remote,150000.0
90000.0,9.0,Profession,United States of America,Less than Bachelor's degree,Remote,90000.0
65000.0,6.0,Profession,Canada,Master's degree,Remote,47250.0
110000.0,3.0,Profession,United States of America,Bachelor's degree,Hybrid,110000.0
71359.0,4.0,Profession,Australia,Bachelor's degree,Hybrid,47144.0
67000.0,25.0,Profession,Canada,Bachelor's degree,Remote,48704.0
110000.0,3.0,Profession,United States of America,Upper than Master's degree,Remote,110000.0
130000.0,7.0,Profession,Australia,Bachelor's degree,Hybrid,85886.0
120000.0,5.0,Profession,Other,Less than Bachelor's degree,Remote,120000.0
126000.0,4.0,Profession,Australia,Bachelor's degree,In-person,83243.0
50000.0,2.0,Profession,Other,Bachelor's degree,Hybrid,50000.0
180000.0,14.0,Profession,Canada,Master's degree,Hybrid,130847.0
141600.0,12.0,Profession,United States of America,Bachelor's degree,Remote,141600.0
58200.0,1.0,Profession,Canada,Less than Bachelor's degree,In-person,42307.0
150000.0,19.0,Profession,Canada,Bachelor's degree,Remote,109039.0
156000.0,13.0,Profession,Australia,Bachelor's degree,Hybrid,103063.0
182000.0,10.0,Profession,United States of America,Less than Bachelor's degree,Remote,182000.0
18600.0,11.0,Profession,Other,Bachelor's degree,Remote,18600.0
150000.0,22.0,Profession,Australia,Bachelor's degree,Hybrid,99099.0
100000.0,3.0,Profession,New Zealand,Bachelor's degree,Hybrid,61457.0
193000.0,10.0,Profession,United States of America,Master's degree,Hybrid,193000.0
115500.0,6.0,Profession,United States of America,Master's degree,Remote,115500.0
160000.0,2.0,Profession,Israel,Less than Bachelor's degree,Hybrid,160000.0
140000.0,10.0,Profession,Ukraine,Master's degree,Remote,140000.0
180000.0,25.0,Profession,Australia,Less than Bachelor's degree,Hybrid,118919.0
67000.0,8.0,Profession,Germany,Master's degree,Remote,71962.0
67800.0,17.0,Profession,Other,Bachelor's degree,In-person,14366.0
12000.0,4.0,Profession,Ukraine,Bachelor's degree,Hybrid,12000.0
80000.0,22.0,Profession,France,Master's degree,Hybrid,85925.0
40000.0,20.0,Profession,Other,Master's degree,In-person,42962.0
80000.0,15.0,Profession,Austria,Master's degree,Hybrid,85925.0
165000.0,15.0,Profession,Australia,Less than Bachelor's degree,In-person,109009.0
78000.0,7.0,Profession,United States of America,Bachelor's degree,Remote,78000.0
210840.0,4.0,Profession,Poland,Master's degree,Hybrid,52175.0
127050.0,4.0,Profession,United States of America,Master's degree,Remote,127050.0
77000.0,12.0,Profession,Austria,Less than Bachelor's degree,Hybrid,82703.0
50000.0,17.0,Developer,Switzerland,Bachelor's degree,In-person,55708.0
68000.0,7.0,Profession,Germany,Master's degree,Hybrid,73036.0
145000.0,18.0,Profession,United States of America,Less than Bachelor's degree,Remote,145000.0
75000.0,18.0,Profession,Spain,Master's degree,Remote,80555.0
90000.0,14.0,Developer,Ireland,Bachelor's degree,Hybrid,96666.0
50880.0,4.0,Profession,Belgium,Less than Bachelor's degree,Remote,54648.0
175000.0,25.0,Profession,Australia,Master's degree,Hybrid,115615.0
60000.0,10.0,Developer,Germany,Upper than Master's degree,Hybrid,64444.0
52800.0,15.0,Profession,Austria,Master's degree,Hybrid,56710.0
10336.0,3.0,Profession,Pakistan,Bachelor's degree,Hybrid,10336.0
293150.0,1.0,Profession,Other,Bachelor's degree,In-person,37521.0
72000.0,7.0,Profession,Netherlands,Less than Bachelor's degree,Hybrid,77332.0
70000.0,6.0,Profession,Netherlands,Less than Bachelor's degree,Hybrid,75184.0
120000.0,15.0,Profession,Other,Master's degree,Remote,120000.0
58700.0,13.0,Profession,Germany,Less than Bachelor's degree,Hybrid,63047.0
65000.0,15.0,Profession,Finland,Bachelor's degree,Remote,69814.0
60000.0,5.0,Profession,Austria,Less than Bachelor's degree,In-person,64444.0
34000.0,19.0,Profession,Spain,Less than Bachelor's degree,Hybrid,36518.0
35000.0,20.0,Profession,Italy,Bachelor's degree,In-person,37592.0
180000.0,9.0,Profession,Germany,Upper than Master's degree,In-person,193331.0
220880.0,5.0,Profession,Poland,Master's degree,Remote,54660.0
60000.0,8.0,Profession,Germany,Bachelor's degree,Remote,64444.0
100000.0,8.0,Developer,Other,Master's degree,Remote,100000.0
48000.0,22.0,Profession,Ireland,Less than Bachelor's degree,Remote,51555.0
120000.0,1.0,Profession,China,Bachelor's degree,In-person,16557.0
76000.0,11.0,Profession,Germany,Master's degree,Hybrid,81629.0
92000.0,26.0,Profession,United States of America,Less than Bachelor's degree,Remote,92000.0
22000.0,4.0,Developer,Spain,Master's degree,Hybrid,23629.0
45000.0,9.0,Profession,Italy,Upper than Master's degree,Hybrid,48333.0
280000.0,3.0,Profession,China,Bachelor's degree,In-person,38633.0
170000.0,16.0,Profession,United States of America,Bachelor's degree,Remote,170000.0
100000.0,9.0,Profession,Germany,Bachelor's degree,Hybrid,107406.0
28000.0,4.0,Profession,Germany,Less than Bachelor's degree,In-person,30074.0
45000.0,6.0,Profession,France,Less than Bachelor's degree,In-person,48333.0
35100.0,1.0,Profession,France,Less than Bachelor's degree,Hybrid,37700.0
135000.0,10.0,Developer,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,171974.0
92664.0,1.0,Profession,Switzerland,Master's degree,Hybrid,103243.0
200000.0,9.0,Profession,China,Bachelor's degree,In-person,27595.0
65000.0,8.0,Profession,Germany,Master's degree,In-person,69814.0
203361.0,10.0,Profession,Bulgaria,Less than Bachelor's degree,Hybrid,111691.0
70000.0,12.0,Profession,Germany,Master's degree,Hybrid,75184.0
80000.0,10.0,Profession,Serbia,Master's degree,Remote,80000.0
85000.0,4.0,Profession,Germany,Master's degree,Hybrid,91295.0
70000.0,20.0,Profession,Greece,Master's degree,In-person,75184.0
82500.0,5.0,Profession,Germany,Bachelor's degree,Remote,88610.0
67000.0,4.0,Profession,Other,Bachelor's degree,Hybrid,71962.0
30000.0,0.5,Profession,Other,Less than Bachelor's degree,Hybrid,32222.0
40000.0,4.0,Profession,Italy,Less than Bachelor's degree,Hybrid,42962.0
25000.0,2.0,Profession,Spain,Bachelor's degree,Hybrid,26852.0
130000.0,8.0,Profession,Other,Master's degree,Remote,139628.0
70000.0,6.0,Profession,Spain,Less than Bachelor's degree,Remote,75184.0
51000.0,17.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Remote,64968.0
93000.0,4.0,Profession,Germany,Bachelor's degree,Remote,99888.0
75000.0,8.0,Profession,France,Master's degree,Hybrid,80555.0
64000.0,2.0,Profession,Bulgaria,Bachelor's degree,Remote,35151.0
12000.0,4.0,Profession,Viet Nam,Bachelor's degree,In-person,12000.0
240000.0,20.0,Profession,Australia,Bachelor's degree,Hybrid,158558.0
31000.0,2.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,39490.0
65000.0,25.0,Profession,Germany,Master's degree,Hybrid,69814.0
105000.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,133757.0
60000.0,4.0,Profession,Italy,Bachelor's degree,Hybrid,64444.0
55000.0,6.0,Profession,Spain,Bachelor's degree,Hybrid,59073.0
28000.0,5.0,Profession,Italy,Less than Bachelor's degree,Hybrid,30074.0
360000.0,17.0,Profession,Poland,Less than Bachelor's degree,Hybrid,89087.0
132000.0,25.0,Profession,Hungary,Master's degree,Remote,141776.0
65000.0,14.0,Profession,Belgium,Master's degree,Hybrid,69814.0
65000.0,16.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Hybrid,82802.0
42000.0,16.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,In-person,53503.0
33800.0,5.0,Profession,France,Master's degree,Hybrid,36303.0
33000.0,3.0,Profession,France,Master's degree,Remote,35444.0
90000.0,27.0,Profession,Austria,Upper than Master's degree,Hybrid,96666.0
29000.0,2.0,Profession,Italy,Less than Bachelor's degree,Hybrid,31148.0
73000.0,16.0,Profession,Finland,Bachelor's degree,Remote,78407.0
48000.0,15.0,Profession,Italy,Master's degree,Remote,51555.0
77000.0,13.0,Profession,Other,Bachelor's degree,Hybrid,98089.0
90000.0,15.0,Profession,France,Master's degree,Hybrid,96666.0
27000.0,5.0,Profession,Italy,Less than Bachelor's degree,Hybrid,29000.0
105600.0,10.0,Profession,China,Less than Bachelor's degree,In-person,14570.0
35000.0,3.0,Profession,Other,Master's degree,Hybrid,37592.0
42000.0,5.0,Profession,Other,Master's degree,Remote,45111.0
110000.0,14.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,140127.0
25000.0,3.0,Profession,Italy,Less than Bachelor's degree,Hybrid,26852.0
50000.0,10.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Hybrid,63694.0
50000.0,11.0,Profession,Other,Master's degree,Remote,53703.0
67946.0,8.0,Profession,Germany,Master's degree,Remote,72978.0
56000.0,18.0,Developer,France,Master's degree,Hybrid,60147.0
70000.0,10.0,Profession,France,Master's degree,Hybrid,75184.0
70000.0,4.0,Profession,Germany,Bachelor's degree,Hybrid,75184.0
52000.0,19.0,Profession,France,Master's degree,Hybrid,55851.0
124150.0,12.0,Profession,Switzerland,Bachelor's degree,Hybrid,138324.0
35000.0,6.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Remote,44586.0
46000.0,5.0,Profession,France,Master's degree,Hybrid,49407.0
124000.0,8.0,Profession,Portugal,Master's degree,Remote,133184.0
36000.0,6.0,Profession,Italy,Less than Bachelor's degree,In-person,38666.0
240000.0,23.0,Profession,Poland,Less than Bachelor's degree,In-person,59391.0
72000.0,7.0,Profession,Ukraine,Master's degree,Remote,72000.0
30000.0,5.0,Profession,France,Master's degree,In-person,32222.0
53000.0,1.0,Profession,Austria,Master's degree,Hybrid,56925.0
24000.0,2.0,Profession,Italy,Less than Bachelor's degree,Remote,25777.0
63000.0,8.0,Profession,France,Master's degree,Hybrid,67666.0
100000.0,5.0,Profession,Germany,Master's degree,Remote,107406.0
64000.0,9.0,Profession,Ukraine,Master's degree,Hybrid,64000.0
60000.0,17.0,Profession,France,Master's degree,Hybrid,64444.0
44000.0,4.0,Profession,Spain,Less than Bachelor's degree,Hybrid,47259.0
35271.0,6.0,Profession,France,Master's degree,Hybrid,37883.0
95000.0,1.0,Profession,Switzerland,Master's degree,Hybrid,105846.0
120000.0,6.0,Developer,France,Upper than Master's degree,In-person,128887.0
70000.0,8.0,Profession,Netherlands,Bachelor's degree,Hybrid,75184.0
70000.0,14.0,Profession,France,Master's degree,Hybrid,75184.0
70000.0,9.0,Profession,Spain,Bachelor's degree,Remote,75184.0
38000.0,2.0,Profession,Austria,Less than Bachelor's degree,Hybrid,40814.0
75000.0,7.0,Developer,Switzerland,Bachelor's degree,Hybrid,83563.0
17500.0,18.0,Profession,Greece,Less than Bachelor's degree,In-person,18796.0
180000.0,6.0,Profession,Romania,Master's degree,Remote,38839.0
64500.0,7.0,Profession,Other,Bachelor's degree,Hybrid,69277.0
70000.0,10.0,Profession,Germany,Master's degree,Hybrid,75184.0
45000.0,4.0,Profession,Germany,Less than Bachelor's degree,Hybrid,48333.0
70000.0,26.0,Profession,France,Master's degree,Hybrid,75184.0
50400.0,10.0,Profession,Germany,Master's degree,Remote,54133.0
22000.0,2.0,Profession,Spain,Bachelor's degree,Hybrid,23629.0
145000.0,6.0,Profession,United States of America,Bachelor's degree,Remote,145000.0
110000.0,24.0,Profession,Switzerland,Master's degree,Hybrid,122559.0
25000.0,4.0,Profession,Spain,Bachelor's degree,In-person,26852.0
110000.0,2.0,Profession,United States of America,Upper than Master's degree,Remote,110000.0
110000.0,5.0,Profession,Germany,Master's degree,In-person,118147.0
32000.0,25.0,Profession,Other,Master's degree,In-person,34370.0
100000.0,2.0,Profession,Romania,Bachelor's degree,Hybrid,21577.0
73526.0,12.0,Profession,Austria,Less than Bachelor's degree,In-person,78971.0
75000.0,2.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,In-person,95541.0
65000.0,14.0,Profession,Portugal,Master's degree,Remote,69814.0
89000.0,15.0,Profession,Germany,Master's degree,Hybrid,95592.0
50000.0,8.0,Profession,Slovakia,Master's degree,Hybrid,53703.0
89000.0,10.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,113375.0
40000.0,5.0,Profession,Portugal,Less than Bachelor's degree,Hybrid,42962.0
24000.0,3.0,Profession,Germany,Bachelor's degree,In-person,25777.0
50000.0,15.0,Profession,Germany,Bachelor's degree,Remote,53703.0
59000.0,0.5,Profession,Germany,Master's degree,Hybrid,63370.0
45000.0,5.0,Profession,Portugal,Less than Bachelor's degree,Hybrid,48333.0
260000.0,8.0,Profession,Poland,Bachelor's degree,Remote,64341.0
135000.0,8.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Remote,171974.0
150000.0,13.0,Profession,Other,Master's degree,Hybrid,110873.0
60000.0,9.0,Developer,Germany,Bachelor's degree,Hybrid,64444.0
50000.0,5.0,Profession,Belgium,Master's degree,Hybrid,53703.0
22500.0,2.0,Profession,Germany,Less than Bachelor's degree,Hybrid,24166.0
60000.0,19.0,Profession,Austria,Less than Bachelor's degree,Hybrid,64444.0
100000.0,14.0,Profession,Netherlands,Master's degree,Hybrid,107406.0
54000.0,11.0,Profession,Other,Bachelor's degree,Hybrid,54000.0
55000.0,1.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,In-person,70063.0
70000.0,26.0,Profession,Finland,Less than Bachelor's degree,Remote,75184.0
115000.0,13.0,Profession,Germany,Less than Bachelor's degree,Remote,123517.0
120500.0,26.0,Profession,Switzerland,Less than Bachelor's degree,Hybrid,134257.0
30000.0,2.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,38216.0
29000.0,1.0,Profession,Italy,Bachelor's degree,Hybrid,31148.0
110000.0,14.0,Profession,Switzerland,Bachelor's degree,Hybrid,122559.0
37000.0,17.0,Profession,Italy,Bachelor's degree,Hybrid,39740.0
45000.0,4.0,Profession,Germany,Master's degree,Remote,48333.0
70000.0,8.0,Profession,Netherlands,Master's degree,Hybrid,75184.0
19600.0,3.0,Profession,Austria,Less than Bachelor's degree,Hybrid,21052.0
100000.0,11.0,Profession,United Kingdom of Great Britain and Northern Ireland,Upper than Master's degree,Hybrid,127388.0
75000.0,19.0,Profession,Germany,Less than Bachelor's degree,Hybrid,80555.0
130000.0,6.0,Profession,Portugal,Less than Bachelor's degree,Remote,139628.0
120000.0,13.0,Profession,Ireland,Master's degree,Hybrid,128887.0
45000.0,10.0,Profession,Finland,Bachelor's degree,Hybrid,48333.0
48500.0,8.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Hybrid,61783.0
48000.0,14.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,In-person,61146.0
72000.0,12.0,Profession,Israel,Master's degree,Remote,72000.0
64000.0,4.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,81528.0
100000.0,10.0,Profession,Turkey,Bachelor's degree,Remote,100000.0
65000.0,9.0,Profession,Austria,Master's degree,Hybrid,69814.0
56760.0,10.0,Profession,Other,Bachelor's degree,In-person,60964.0
72000.0,10.0,Profession,Germany,Less than Bachelor's degree,Remote,77332.0
312480.0,5.0,Profession,Poland,Less than Bachelor's degree,In-person,77328.0
300000.0,25.0,Profession,Australia,Master's degree,Remote,198198.0
51000.0,6.0,Profession,France,Master's degree,Hybrid,54777.0
68000.0,9.0,Profession,Germany,Bachelor's degree,Remote,73036.0
72000.0,31.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Hybrid,91719.0
90000.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Remote,114649.0
41970.0,10.0,Profession,Other,Bachelor's degree,In-person,45078.0
54600.0,3.0,Profession,Austria,Less than Bachelor's degree,In-person,58644.0
42000.0,7.0,Profession,Spain,Bachelor's degree,Remote,45111.0
42000.0,3.0,Profession,Finland,Bachelor's degree,Remote,45111.0
123778.0,2.0,Profession,Brazil,Less than Bachelor's degree,Remote,23083.0
120000.0,10.0,Profession,Switzerland,Less than Bachelor's degree,In-person,133700.0
200000.0,10.0,Profession,New Zealand,Bachelor's degree,Remote,122913.0
33000.0,15.0,Profession,Italy,Less than Bachelor's degree,Hybrid,35444.0
164448.0,10.0,Profession,Poland,Less than Bachelor's degree,Remote,164448.0
49000.0,5.0,Profession,United Kingdom of Great Britain and Northern Ireland,Upper than Master's degree,Hybrid,62420.0
87000.0,19.0,Profession,United Kingdom of Great Britain and Northern Ireland,Master's degree,Remote,110827.0
63500.0,3.0,Profession,Spain,Bachelor's degree,Hybrid,68203.0
74000.0,11.0,Profession,Switzerland,Bachelor's degree,Hybrid,82448.0
91425.0,23.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Remote,116464.0
49700.0,2.0,Profession,Switzerland,Less than Bachelor's degree,In-person,55374.0
360000.0,8.0,Profession,Poland,Master's degree,Remote,89087.0
44000.0,2.0,Profession,Germany,Less than Bachelor's degree,In-person,47259.0
125000.0,14.0,Profession,Brazil,Master's degree,Hybrid,23311.0
70000.0,8.0,Profession,Austria,Less than Bachelor's degree,Hybrid,75184.0
40000.0,9.0,Profession,Spain,Bachelor's degree,Hybrid,42962.0
60000.0,20.0,Developer,Netherlands,Upper than Master's degree,In-person,64444.0
172000.0,19.0,Profession,United States of America,Master's degree,Hybrid,172000.0
24000.0,2.0,Profession,Ukraine,Bachelor's degree,Remote,24000.0
27000.0,3.0,Profession,Ukraine,Less than Bachelor's degree,Remote,27000.0
105000.0,6.0,Profession,Switzerland,Master's degree,Hybrid,116988.0
70000.0,5.0,Profession,France,Master's degree,Remote,75184.0
225000.0,8.0,Profession,Poland,Master's degree,Hybrid,55680.0
80000.0,10.0,Profession,Austria,Less than Bachelor's degree,In-person,85925.0
80000.0,14.0,Profession,Greece,Bachelor's degree,Remote,85925.0
30000.0,0.5,Developer,Ireland,Bachelor's degree,In-person,32222.0
89000.0,4.0,Developer,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,113375.0
105000.0,23.0,Developer,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,133757.0
52000.0,1.0,Profession,France,Master's degree,Hybrid,55851.0
60000.0,5.0,Profession,Netherlands,Upper than Master's degree,Hybrid,64444.0
120000.0,3.0,Developer,Denmark,Bachelor's degree,In-person,17280.0
106000.0,2.0,Profession,United States of America,Bachelor's degree,Hybrid,106000.0
120000.0,3.0,Profession,Poland,Bachelor's degree,Remote,29696.0
30000.0,15.0,Profession,Spain,Less than Bachelor's degree,Hybrid,32222.0
36000.0,6.0,Profession,Spain,Master's degree,In-person,38666.0
75600.0,15.0,Profession,Germany,Upper than Master's degree,Hybrid,81199.0
80000.0,6.0,Profession,Ukraine,Master's degree,Remote,80000.0
52000.0,9.0,Developer,France,Upper than Master's degree,Hybrid,55851.0
100000.0,24.0,Profession,Canada,Bachelor's degree,Remote,72693.0
80000.0,15.0,Profession,France,Master's degree,Remote,85925.0
95436.0,10.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,121574.0
140000.0,6.0,Profession,Germany,Bachelor's degree,Hybrid,150369.0
90000.0,20.0,Profession,Germany,Master's degree,Remote,96666.0
95000.0,3.0,Profession,United States of America,Less than Bachelor's degree,In-person,95000.0
63000.0,1.0,Profession,Germany,Less than Bachelor's degree,Remote,67666.0
35000.0,17.0,Profession,Italy,Bachelor's degree,Remote,37592.0
132000.0,20.0,Profession,Brazil,Bachelor's degree,Remote,24616.0
65000.0,12.0,Profession,France,Master's degree,In-person,69814.0
35000.0,10.0,Profession,Spain,Master's degree,Hybrid,37592.0
26000.0,2.0,Profession,Italy,Less than Bachelor's degree,Hybrid,27926.0
180000.0,1.0,Profession,Poland,Less than Bachelor's degree,Remote,44544.0
33000.0,4.0,Profession,Spain,Bachelor's degree,Hybrid,35444.0
45000.0,9.0,Profession,Italy,Master's degree,Hybrid,48333.0
44000.0,5.0,Profession,Italy,Bachelor's degree,Remote,47259.0
75700.0,31.0,Profession,Netherlands,Bachelor's degree,Hybrid,81306.0
60000.0,28.0,Profession,Other,Upper than Master's degree,Hybrid,76433.0
84000.0,7.0,Profession,Ukraine,Bachelor's degree,Hybrid,84000.0
25500.0,5.0,Developer,Italy,Less than Bachelor's degree,In-person,27389.0
86000.0,3.0,Profession,Brazil,Less than Bachelor's degree,Remote,16038.0
27500.0,4.0,Profession,Portugal,Bachelor's degree,Remote,29537.0
60000.0,5.0,Developer,Germany,Bachelor's degree,Hybrid,64444.0
42000.0,7.0,Profession,Germany,Bachelor's degree,Hybrid,45111.0
30000.0,3.0,Profession,Spain,Bachelor's degree,Remote,32222.0
70000.0,16.0,Profession,Italy,Less than Bachelor's degree,Remote,75184.0
100000.0,8.0,Profession,Ireland,Bachelor's degree,Hybrid,107406.0
80000.0,5.0,Profession,Germany,Upper than Master's degree,Hybrid,85925.0
50000.0,12.0,Profession,Other,Master's degree,Remote,50000.0
28800.0,2.0,Profession,Germany,Bachelor's degree,Hybrid,30933.0
85000.0,7.0,Profession,Netherlands,Master's degree,Hybrid,91295.0
70000.0,11.0,Profession,United States of America,Bachelor's degree,Remote,70000.0
110000.0,10.0,Profession,Austria,Master's degree,Hybrid,118147.0
56000.0,4.0,Profession,France,Master's degree,Hybrid,60147.0
12000.0,6.0,Profession,"Iran, Islamic Republic of...",Master's degree,Hybrid,12000.0
42000.0,4.0,Profession,Ukraine,Less than Bachelor's degree,Remote,42000.0
80000.0,9.0,Profession,Germany,Master's degree,Hybrid,85925.0
37000.0,4.0,Developer,Germany,Bachelor's degree,Hybrid,39740.0
25000.0,3.0,Profession,Belgium,Bachelor's degree,Hybrid,26852.0
54000.0,11.0,Profession,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree,Hybrid,68789.0
145000.0,18.0,Profession,United States of America,Bachelor's degree,Hybrid,145000.0
71000.0,13.0,Profession,France,Master's degree,Hybrid,76258.0
58000.0,7.0,Developer,United States of America,Less than Bachelor's degree,In-person,58000.0
120000.0,18.0,Profession,Other,Master's degree,Hybrid,120000.0
109200.0,7.0,Profession,Brazil,Bachelor's degree,Hybrid,20364.0
100000.0,2.0,Profession,Russian Federation,Less than Bachelor's degree,In-person,107406.0
42000.0,10.0,Profession,Netherlands,Master's degree,Hybrid,45111.0
10000.0,27.0,Profession,Netherlands,Less than Bachelor's degree,Hybrid,10741.0
15000.0,3.0,Profession,Other,Bachelor's degree,In-person,15000.0
58750.0,6.0,Profession,Portugal,Master's degree,Remote,63101.0
65000.0,6.0,Profession,France,Master's degree,Hybrid,69814.0
26000.0,2.0,Profession,United Kingdom of Great Britain and Northern Ireland,Less than Bachelor's degree,Hybrid,33121.0
32000.0,8.0,Profession,Italy,Upper than Master's degree,Hybrid,34370.0
40000.0,5.0,Profession,Italy,Bachelor's degree,In-person,42962.0
27600.0,1.0,Profession,Finland,Bachelor's degree,Remote,29644.0
25000.0,3.0,Profession,Italy,Less than Bachelor's degree,In-person,26852.0
